,0,1,2,3,4,5,6,7,8,9,10,11
7190,United Kingdom,2005,female,5-14 years,4,3591721,0.11,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
7191,Suriname,1998,female,5-14 years,0,48317,0.0,Suriname1998,,"945,000,000",2318,Millenials
7192,Malta,2006,male,55-74 years,4,41468,9.65,Malta2006,,"6,757,119,558",17504,Silent
7193,Slovenia,2007,female,55-74 years,31,223540,13.87,Slovenia2007,,"48,114,688,201",24964,Silent
7194,Kazakhstan,2015,male,35-54 years,962,2130654,45.15,Kazakhstan2015,,"184,388,432,149",11784,Generation X
7195,Netherlands,1986,male,25-34 years,185,1217600,15.19,Netherlands1986,,"198,298,498,021",14479,Boomers
7196,Bulgaria,1998,female,75+ years,131,260000,50.38,Bulgaria1998,,"14,630,992,956",1852,G.I. Generation
7197,Kuwait,2000,female,75+ years,0,4246,0.0,Kuwait2000,0.804,"37,711,864,407",19112,G.I. Generation
7198,Poland,1993,male,35-54 years,2174,5107600,42.56,Poland1993,,"96,045,645,026",2683,Boomers
7199,Canada,1990,male,5-14 years,23,1882100,1.22,Canada1990,0.8490000000000001,"593,929,550,908",24041,Generation X
7200,Brazil,2015,female,15-24 years,397,17047218,2.33,Brazil2015,,"1,802,214,373,741",9431,Millenials
7201,Antigua and Barbuda,2013,female,35-54 years,0,15236,0.0,Antigua and Barbuda2013,0.7809999999999999,"1,192,925,407",13287,Generation X
7202,Austria,2007,female,25-34 years,25,539763,4.63,Austria2007,,"388,691,445,387",49218,Generation X
7203,Saint Vincent and Grenadines,2011,female,25-34 years,0,8686,0.0,Saint Vincent and Grenadines2011,0.713,"676,129,407",6759,Millenials
7204,Singapore,2003,male,75+ years,22,39400,55.84,Singapore2003,,"97,001,377,569",30067,Silent
7205,Poland,1995,male,15-24 years,510,3082900,16.54,Poland1995,0.74,"142,137,319,588",3937,Generation X
7206,Malta,2004,male,75+ years,2,8419,23.76,Malta2004,,"6,062,780,269",15916,Silent
7207,Israel,2012,female,5-14 years,0,688296,0.0,Israel2012,0.89,"257,296,579,579",36263,Generation Z
7208,Greece,1995,male,15-24 years,35,831423,4.21,Greece1995,0.772,"136,878,366,230",13550,Generation X
7209,Macau,1994,female,55-74 years,3,20340,14.75,Macau1994,,"6,265,844,252",18081,Silent
7210,Puerto Rico,2010,male,25-34 years,39,262714,14.85,Puerto Rico2010,,"98,381,268,000",28267,Generation X
7211,Slovakia,2000,female,35-54 years,64,775726,8.25,Slovakia2000,0.763,"29,114,875,622",5696,Boomers
7212,Croatia,2002,female,15-24 years,13,295800,4.39,Croatia2002,,"26,878,499,206",6373,Millenials
7213,Paraguay,2008,female,5-14 years,7,674138,1.04,Paraguay2008,,"18,504,130,753",3438,Generation Z
7214,Denmark,2006,male,75+ years,79,144928,54.51,Denmark2006,,"282,884,912,894",55354,Silent
7215,Panama,2000,female,55-74 years,3,137558,2.18,Panama2000,0.7140000000000001,"12,304,115,000",4577,Silent
7216,Latvia,2013,male,15-24 years,17,120698,14.08,Latvia2013,0.816,"30,254,677,297",15820,Millenials
7217,Argentina,2012,male,25-34 years,616,3268154,18.85,Argentina2012,0.831,"545,982,375,701",14203,Millenials
7218,Finland,1998,female,5-14 years,2,316806,0.63,Finland1998,,"133,936,359,591",27646,Millenials
7219,Switzerland,2005,male,35-54 years,308,1150857,26.76,Switzerland2005,0.904,"408,689,353,999",57790,Boomers
7220,Sweden,2000,male,35-54 years,275,1240681,22.17,Sweden2000,0.897,"259,802,012,617",30896,Boomers
7221,Norway,2009,male,5-14 years,1,314371,0.32,Norway2009,,"386,622,457,580",85394,Generation Z
7222,Israel,2014,female,35-54 years,29,949566,3.05,Israel2014,0.894,"308,416,982,140",41869,Generation X
7223,Luxembourg,2004,female,75+ years,3,18524,16.2,Luxembourg2004,,"34,685,281,848",80639,Silent
7224,Belize,2003,male,75+ years,0,1652,0.0,Belize2003,,"990,374,050",4289,Silent
7225,Saint Vincent and Grenadines,2012,female,25-34 years,0,8700,0.0,Saint Vincent and Grenadines2012,0.715,"692,933,741",6918,Millenials
7226,Grenada,1991,male,15-24 years,0,8600,0.0,Grenada1991,,"300,757,889",3650,Generation X
7227,Spain,2010,female,35-54 years,281,7026589,4.0,Spain2010,0.867,"1,431,616,749,640",32839,Generation X
7228,Belgium,2001,male,25-34 years,239,717487,33.31,Belgium2001,,"237,841,968,680",24494,Generation X
7229,Republic of Korea,2005,female,5-14 years,20,3223612,0.62,Republic of Korea2005,,"898,137,194,716",19460,Millenials
7230,Paraguay,2009,female,55-74 years,6,275899,2.17,Paraguay2009,,"15,929,902,138",2920,Silent
7231,Spain,2011,female,55-74 years,230,4716571,4.88,Spain2011,0.87,"1,488,067,258,325",34097,Boomers
7232,Ukraine,2006,female,15-24 years,98,3577436,2.74,Ukraine2006,,"107,753,069,307",2418,Millenials
7233,Thailand,1985,male,35-54 years,448,4748330,9.43,Thailand1985,0.539,"38,900,692,712",840,Silent
7234,United Kingdom,1996,female,15-24 years,88,3564927,2.47,United Kingdom1996,,"1,408,781,591,264",25609,Generation X
7235,Republic of Korea,1986,female,15-24 years,237,4244400,5.58,Republic of Korea1986,,"115,537,126,326",3078,Generation X
7236,Switzerland,1999,male,15-24 years,85,423265,20.08,Switzerland1999,,"289,912,492,345",42859,Generation X
7237,Estonia,2011,male,35-54 years,58,178933,32.41,Estonia2011,0.8490000000000001,"23,170,239,901",18545,Generation X
7238,Luxembourg,1997,male,55-74 years,13,36500,35.62,Luxembourg1997,,"19,731,912,494",50260,Silent
7239,Antigua and Barbuda,1989,female,55-74 years,0,3696,0.0,Antigua and Barbuda1989,,"438,794,778",7407,G.I. Generation
7240,Austria,1996,male,75+ years,188,151691,123.94,Austria1996,,"237,250,948,791",31660,G.I. Generation
7241,Cuba,2011,male,35-54 years,441,1909690,23.09,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Generation X
7242,Sweden,2006,female,5-14 years,2,511860,0.39,Sweden2006,,"420,032,121,656",48977,Millenials
7243,Maldives,2007,female,55-74 years,0,10963,0.0,Maldives2007,,"1,868,383,461",6115,Silent
7244,Spain,1996,male,35-54 years,643,4980500,12.91,Spain1996,,"640,998,292,395",17166,Boomers
7245,Japan,2015,male,5-14 years,62,5553851,1.12,Japan2015,,"4,394,977,752,878",36510,Generation Z
7246,Kiribati,2001,male,25-34 years,0,5692,0.0,Kiribati2001,,"63,101,272",854,Generation X
7247,Luxembourg,1998,female,55-74 years,4,42149,9.49,Luxembourg1998,,"20,209,122,027",50788,Silent
7248,Russian Federation,2001,female,55-74 years,2471,15506563,15.94,Russian Federation2001,,"306,602,673,980",2229,Silent
7249,Turkmenistan,2014,male,55-74 years,7,214266,3.27,Turkmenistan2014,0.688,"43,524,210,526",9046,Boomers
7250,Ireland,2008,female,55-74 years,27,352281,7.66,Ireland2008,,"275,020,023,436",67173,Silent
7251,Belgium,2014,male,35-54 years,531,1576060,33.69,Belgium2014,0.89,"530,770,977,634",50173,Generation X
7252,Kuwait,2012,female,25-34 years,8,377621,2.12,Kuwait2012,0.815,"174,070,025,009",49781,Millenials
7253,Bahamas,2005,male,25-34 years,1,26366,3.79,Bahamas2005,0.78,"9,836,200,000",32596,Generation X
7254,United Kingdom,2002,male,35-54 years,1350,8250038,16.36,United Kingdom2002,,"1,768,408,273,381",31630,Boomers
7255,Australia,1994,female,55-74 years,79,1411700,5.6,Australia1994,,"322,201,314,424",19469,Silent
7256,Iceland,2005,female,55-74 years,3,23186,12.94,Iceland2005,0.889,"16,691,490,114",60712,Silent
7257,Cuba,2014,female,5-14 years,2,610054,0.33,Cuba2014,0.769,"80,656,100,000",7459,Generation Z
7258,Slovenia,1996,male,55-74 years,154,165900,92.83,Slovenia1996,,"21,480,023,017",11346,Silent
7259,United Arab Emirates,2007,male,35-54 years,35,1481890,2.36,United Arab Emirates2007,,"257,916,133,424",45285,Boomers
7260,Turkmenistan,2015,female,35-54 years,5,657432,0.76,Turkmenistan2015,,"35,799,628,571",7326,Generation X
7261,El Salvador,2012,female,35-54 years,19,736698,2.58,El Salvador2012,0.662,"21,386,153,000",3806,Generation X
7262,Saint Vincent and Grenadines,1997,male,5-14 years,0,12124,0.0,Saint Vincent and Grenadines1997,,"347,770,000",3613,Millenials
7263,Sri Lanka,2003,female,15-24 years,358,1760232,20.34,Sri Lanka2003,,"18,881,765,437",1077,Millenials
7264,Ireland,1993,female,35-54 years,28,421100,6.65,Ireland1993,,"52,480,253,169",15872,Boomers
7265,Estonia,1996,female,5-14 years,0,104236,0.0,Estonia1996,,"4,746,109,767",3536,Millenials
7266,Poland,1999,male,35-54 years,2319,5603400,41.39,Poland1999,,"169,717,677,901",4640,Boomers
7267,Portugal,2003,female,15-24 years,11,672993,1.63,Portugal2003,,"164,964,195,260",16671,Millenials
7268,Kyrgyzstan,2009,female,25-34 years,21,414721,5.06,Kyrgyzstan2009,,"4,690,062,255",977,Generation X
7269,Cyprus,1999,female,55-74 years,0,69881,0.0,Cyprus1999,,"10,614,455,232",12389,Silent
7270,Greece,2008,male,75+ years,55,415580,13.23,Greece2008,,"354,460,802,549",33168,Silent
7271,Saint Lucia,1992,female,5-14 years,0,16583,0.0,Saint Lucia1992,,"566,894,749",4564,Millenials
7272,Netherlands,1987,female,25-34 years,111,1186400,9.36,Netherlands1987,,"241,918,791,123",17560,Boomers
7273,Saint Kitts and Nevis,1990,female,25-34 years,0,2600,0.0,Saint Kitts and Nevis1990,,"208,740,444",5339,Boomers
7274,South Africa,2002,female,75+ years,1,396984,0.25,South Africa2002,,"115,748,110,113",2769,Silent
7275,Uruguay,1999,female,5-14 years,3,265191,1.13,Uruguay1999,,"23,983,945,191",7903,Millenials
7276,Estonia,1999,male,55-74 years,101,116703,86.54,Estonia1999,,"5,726,897,998",4361,Silent
7277,Russian Federation,2008,male,15-24 years,4863,11377099,42.74,Russian Federation2008,,"1,660,844,408,500",12359,Millenials
7278,Turkmenistan,2015,male,55-74 years,7,225820,3.1,Turkmenistan2015,,"35,799,628,571",7326,Boomers
7279,Ireland,1988,female,75+ years,2,91600,2.18,Ireland1988,,"37,818,134,253",11696,G.I. Generation
7280,Brazil,2008,male,35-54 years,2608,23591045,11.06,Brazil2008,,"1,695,824,571,927",9555,Boomers
7281,Argentina,2014,female,35-54 years,196,5203634,3.77,Argentina2014,0.836,"526,319,673,732",13400,Generation X
7282,Colombia,1989,male,35-54 years,152,2802188,5.42,Colombia1989,,"39,540,080,200",1350,Silent
7283,Guatemala,1997,male,15-24 years,48,1105530,4.34,Guatemala1997,,"17,790,026,222",1967,Generation X
7284,Hungary,1996,female,5-14 years,1,620053,0.16,Hungary1996,,"46,659,796,773",4792,Millenials
7285,Guyana,2013,female,55-74 years,4,39408,10.15,Guyana2013,0.634,"2,990,006,534",4372,Boomers
7286,Republic of Korea,1990,male,35-54 years,736,4981300,14.78,Republic of Korea1990,,"279,349,355,714",7056,Silent
7287,Bahrain,2008,female,5-14 years,0,72955,0.0,Bahrain2008,,"25,710,877,660",25106,Generation Z
7288,Israel,1996,male,75+ years,39,96200,40.54,Israel1996,,"109,957,321,960",21545,G.I. Generation
7289,Thailand,1999,female,55-74 years,174,3706771,4.69,Thailand1999,,"126,668,932,160",2203,Silent
7290,Uruguay,1986,male,15-24 years,18,248800,7.23,Uruguay1986,,"5,880,112,788",2132,Generation X
7291,Bulgaria,1994,male,25-34 years,87,558000,15.59,Bulgaria1994,,"9,697,416,974",1213,Boomers
7292,Puerto Rico,2002,male,15-24 years,16,304764,5.25,Puerto Rico2002,,"71,623,500,000",20325,Millenials
7293,Guyana,1997,female,55-74 years,0,27455,0.0,Guyana1997,,"749,138,010",1139,Silent
7294,Ireland,1995,male,15-24 years,76,319400,23.79,Ireland1995,0.8029999999999999,"69,222,626,263",20689,Generation X
7295,Singapore,1987,female,15-24 years,16,240100,6.66,Singapore1987,,"20,897,630,201",8679,Generation X
7296,Republic of Korea,2002,male,25-34 years,970,4480596,21.65,Republic of Korea2002,,"609,020,054,512",13501,Generation X
7297,Bahamas,1985,male,75+ years,0,1500,0.0,Bahamas1985,,"2,320,699,900",11393,G.I. Generation
7298,Georgia,2015,male,15-24 years,17,247800,6.86,Georgia2015,,"13,993,546,732",4046,Millenials
7299,Antigua and Barbuda,2009,male,75+ years,0,1042,0.0,Antigua and Barbuda2009,,"1,224,253,000",14335,Silent
7300,Kazakhstan,2000,female,55-74 years,147,1005027,14.63,Kazakhstan2000,0.679,"18,291,990,619",1328,Silent
7301,Latvia,1997,male,15-24 years,65,168500,38.58,Latvia1997,,"6,525,676,264",2771,Generation X
7302,Sri Lanka,2006,male,75+ years,211,224927,93.81,Sri Lanka2006,,"28,267,410,543",1580,Silent
7303,Lithuania,2012,male,55-74 years,195,263194,74.09,Lithuania2012,0.833,"42,848,195,256",15099,Boomers
7304,Austria,1997,female,25-34 years,48,663325,7.24,Austria1997,,"212,790,348,405",28325,Generation X
7305,Greece,2011,female,15-24 years,11,559712,1.97,Greece2011,0.8640000000000001,"287,797,822,093",26825,Millenials
7306,Republic of Korea,2007,male,5-14 years,25,3457021,0.72,Republic of Korea2007,,"1,122,679,154,632",23982,Generation Z
7307,Kuwait,2008,male,55-74 years,1,110218,0.91,Kuwait2008,,"147,395,833,333",43746,Silent
7308,Greece,2011,male,15-24 years,20,598754,3.34,Greece2011,0.8640000000000001,"287,797,822,093",26825,Millenials
7309,Australia,1989,male,25-34 years,406,1399000,29.02,Australia1989,,"299,317,645,143",19223,Boomers
7310,Israel,1998,female,55-74 years,21,403400,5.21,Israel1998,,"115,979,230,547",21637,Silent
7311,United Kingdom,1992,male,15-24 years,500,4077682,12.26,United Kingdom1992,,"1,179,659,529,660",21815,Generation X
7312,Mauritius,2008,female,55-74 years,3,86641,3.46,Mauritius2008,,"9,990,370,016",8716,Silent
7313,Cyprus,2013,female,75+ years,0,28320,0.0,Cyprus2013,0.85,"24,084,572,491",29624,Silent
7314,Saint Vincent and Grenadines,2004,male,15-24 years,0,10640,0.0,Saint Vincent and Grenadines2004,,"521,975,111",5286,Millenials
7315,Malta,1992,male,35-54 years,1,50100,2.0,Malta1992,,"3,021,910,217",9040,Boomers
7316,Israel,2001,male,25-34 years,58,478896,12.11,Israel2001,,"130,706,147,871",22623,Generation X
7317,El Salvador,1996,female,25-34 years,22,434209,5.07,El Salvador1996,,"9,586,327,800",1959,Generation X
7318,Turkmenistan,2010,male,55-74 years,10,178934,5.59,Turkmenistan2010,0.6659999999999999,"22,583,157,895",4962,Silent
7319,Iceland,2009,male,5-14 years,0,22143,0.0,Iceland2009,,"12,944,114,736",43700,Generation Z
7320,Chile,2004,female,75+ years,11,326622,3.37,Chile2004,,"99,210,392,858",6744,Silent
7321,Guyana,2002,male,75+ years,1,5180,19.31,Guyana2002,,"722,460,886",1090,Silent
7322,United Kingdom,1999,male,15-24 years,393,3680455,10.68,United Kingdom1999,,"1,665,623,685,488",29832,Generation X
7323,Ukraine,2012,female,5-14 years,20,1984557,1.01,Ukraine2012,0.743,"175,781,379,051",4096,Generation Z
7324,Trinidad and Tobago,1999,female,15-24 years,8,124040,6.45,Trinidad and Tobago1999,,"6,808,982,521",5803,Generation X
7325,Iceland,1987,female,55-74 years,10,18100,55.25,Iceland1987,,"5,438,537,482",24107,G.I. Generation
7326,Romania,2009,male,15-24 years,163,1556450,10.47,Romania2009,,"172,611,845,342",8465,Millenials
7327,New Zealand,2010,female,35-54 years,51,635970,8.02,New Zealand2010,0.905,"146,583,831,538",36145,Generation X
7328,United States,1996,female,25-34 years,1013,20176900,5.02,United States1996,,"8,100,201,000,000",32928,Generation X
7329,Seychelles,2012,female,25-34 years,0,7211,0.0,Seychelles2012,0.7609999999999999,"1,059,498,884",13044,Millenials
7330,Cuba,2008,female,35-54 years,99,1855207,5.34,Cuba2008,,"60,806,300,000",5686,Boomers
7331,Serbia,2014,female,25-34 years,21,468482,4.48,Serbia2014,0.7709999999999999,"44,210,806,366",6500,Millenials
7332,Italy,1990,female,55-74 years,452,6242800,7.24,Italy1990,0.7659999999999999,"1,177,326,294,441",21472,G.I. Generation
7333,Iceland,1997,male,15-24 years,3,21667,13.85,Iceland1997,,"7,548,912,105",30326,Generation X
7334,Azerbaijan,2002,male,75+ years,2,45600,4.39,Azerbaijan2002,,"6,235,795,104",820,Silent
7335,Kazakhstan,1991,male,5-14 years,66,1721900,3.83,Kazakhstan1991,,"24,881,135,586",1664,Millenials
7336,Israel,1986,female,25-34 years,12,324100,3.7,Israel1986,,"34,083,532,195",8938,Boomers
7337,Israel,2000,female,35-54 years,24,750796,3.2,Israel2000,0.85,"132,339,311,284",23451,Boomers
7338,Ireland,2011,female,15-24 years,16,287304,5.57,Ireland2011,0.909,"239,018,536,582",56655,Millenials
7339,Azerbaijan,2001,male,55-74 years,34,357250,9.52,Azerbaijan2001,,"5,707,720,391",759,Silent
7340,Costa Rica,1990,female,55-74 years,2,119000,1.68,Costa Rica1990,0.652,"7,403,457,319",2817,G.I. Generation
7341,Bahamas,1995,male,35-54 years,1,29800,3.36,Bahamas1995,,"3,429,000,000",13473,Boomers
7342,Kyrgyzstan,2014,male,55-74 years,37,226999,16.3,Kyrgyzstan2014,0.655,"7,468,096,567",1465,Boomers
7343,Netherlands,1992,male,55-74 years,242,1196700,20.22,Netherlands1992,,"358,330,385,840",25205,Silent
7344,Luxembourg,1997,female,75+ years,1,16500,6.06,Luxembourg1997,,"19,731,912,494",50260,G.I. Generation
7345,Finland,2010,male,75+ years,52,153947,33.78,Finland2010,0.878,"247,799,815,768",48939,Silent
7346,Sweden,1993,female,5-14 years,0,494200,0.0,Sweden1993,,"209,950,792,713",25880,Millenials
7347,Denmark,2014,female,35-54 years,59,774379,7.62,Denmark2014,0.9229999999999999,"352,993,633,221",66114,Generation X
7348,Australia,2009,female,75+ years,43,792218,5.43,Australia2009,,"926,448,240,318",45128,Silent
7349,Mexico,1985,female,15-24 years,107,8211000,1.3,Mexico1985,0.634,"184,472,557,415",2730,Generation X
7350,Singapore,1996,male,25-34 years,34,283600,11.99,Singapore1996,,"96,403,758,865",34148,Generation X
7351,Australia,1985,male,35-54 years,411,1906800,21.55,Australia1985,,"180,190,994,861",12374,Silent
7352,Canada,1990,male,55-74 years,430,1969600,21.83,Canada1990,0.8490000000000001,"593,929,550,908",24041,G.I. Generation
7353,Philippines,2006,female,55-74 years,39,3408683,1.14,Philippines2006,,"122,210,716,310",1599,Silent
7354,Iceland,1992,female,55-74 years,2,19000,10.53,Iceland1992,,"6,976,080,331",29311,Silent
7355,Norway,1990,male,15-24 years,74,334200,22.14,Norway1990,0.8490000000000001,"119,791,683,308",30240,Generation X
7356,Suriname,2013,female,25-34 years,9,40347,22.31,Suriname2013,0.713,"5,145,757,576",10451,Millenials
7357,Brazil,2001,female,35-54 years,578,21260886,2.72,Brazil2001,,"559,372,276,082",3492,Boomers
7358,Cuba,2013,female,55-74 years,111,1052791,10.54,Cuba2013,0.768,"77,148,000,000",7148,Boomers
7359,Italy,2009,female,5-14 years,2,2725983,0.07,Italy2009,,"2,185,160,183,384",38101,Generation Z
7360,Puerto Rico,2013,female,15-24 years,2,278008,0.72,Puerto Rico2013,,"102,450,000,000",29510,Millenials
7361,Cuba,2003,male,55-74 years,289,814547,35.48,Cuba2003,,"35,901,200,000",3409,Silent
7362,Grenada,1990,female,5-14 years,0,11500,0.0,Grenada1990,,"278,098,778",3391,Generation X
7363,Kuwait,1993,female,15-24 years,0,112300,0.0,Kuwait1993,,"23,941,391,391",18798,Generation X
7364,Saint Lucia,2014,female,75+ years,0,4163,0.0,Saint Lucia2014,0.7290000000000001,"1,551,921,037",9372,Silent
7365,Czech Republic,1996,female,5-14 years,1,642600,0.16,Czech Republic1996,,"66,985,765,439",6861,Millenials
7366,Greece,1999,female,55-74 years,28,1238252,2.26,Greece1999,,"142,540,728,958",13756,Silent
7367,Bulgaria,2009,male,25-34 years,60,575940,10.42,Bulgaria2009,,"51,884,481,410",7186,Generation X
7368,Bulgaria,1997,female,25-34 years,31,550900,5.63,Bulgaria1997,,"11,195,612,105",1411,Generation X
7369,Norway,2014,female,5-14 years,1,303487,0.33,Norway2014,0.9440000000000001,"499,338,534,779",103443,Generation Z
7370,Armenia,1999,male,75+ years,0,32300,0.0,Armenia1999,,"1,845,482,181",515,G.I. Generation
7371,Italy,2015,male,55-74 years,934,6795801,13.74,Italy2015,,"1,832,868,490,534",31537,Boomers
7372,United Kingdom,2005,male,35-54 years,1359,8397155,16.18,United Kingdom2005,0.89,"2,520,701,818,182",44372,Boomers
7373,Bulgaria,1990,male,25-34 years,106,617000,17.18,Bulgaria1990,0.695,"20,632,090,909",2451,Boomers
7374,South Africa,2002,male,15-24 years,55,4895133,1.12,South Africa2002,,"115,748,110,113",2769,Millenials
7375,Puerto Rico,1986,female,25-34 years,8,271700,2.94,Puerto Rico1986,,"22,009,300,000",7002,Boomers
7376,Puerto Rico,1996,female,25-34 years,5,273883,1.83,Puerto Rico1996,,"45,340,835,000",13328,Generation X
7377,Mauritius,1998,female,25-34 years,16,92200,17.35,Mauritius1998,,"4,169,664,285",4063,Generation X
7378,Seychelles,2009,female,5-14 years,0,6600,0.0,Seychelles2009,,"847,397,850",10157,Generation Z
7379,Paraguay,1998,male,55-74 years,15,184198,8.14,Paraguay1998,,"9,024,567,484",2057,Silent
7380,Sweden,1993,female,75+ years,61,439800,13.87,Sweden1993,,"209,950,792,713",25880,G.I. Generation
7381,Fiji,2008,female,15-24 years,3,75830,3.96,Fiji2008,,"3,523,185,920",4675,Millenials
7382,Puerto Rico,2000,female,5-14 years,0,298109,0.0,Puerto Rico2000,,"61,701,800,000",17569,Millenials
7383,Malta,1997,male,25-34 years,2,24500,8.16,Malta1997,,"3,705,372,039",10575,Generation X
7384,Latvia,2015,female,5-14 years,0,96070,0.0,Latvia2015,,"26,972,863,394",14382,Generation Z
7385,Uzbekistan,2011,female,35-54 years,78,3404363,2.29,Uzbekistan2011,0.6609999999999999,"45,915,191,189",1767,Generation X
7386,Georgia,1992,female,55-74 years,17,528300,3.22,Georgia1992,,"3,690,328,964",740,Silent
7387,United Kingdom,2004,male,75+ years,221,1713028,12.9,United Kingdom2004,,"2,398,555,474,185",42486,Silent
7388,Bahrain,2006,female,15-24 years,3,69020,4.35,Bahrain2006,,"18,505,053,191",20826,Millenials
7389,Armenia,2011,female,15-24 years,4,259823,1.54,Armenia2011,0.723,"10,142,111,334",3798,Millenials
7390,Singapore,1989,male,15-24 years,32,236800,13.51,Singapore1989,,"30,423,573,842",12514,Generation X
7391,Maldives,2011,female,55-74 years,0,12507,0.0,Maldives2011,0.69,"2,774,351,760",8135,Boomers
7392,Spain,2004,female,5-14 years,1,1975353,0.05,Spain2004,,"1,069,555,500,372",26372,Millenials
7393,Australia,1992,female,15-24 years,76,1351300,5.62,Australia1992,,"324,878,105,053",20050,Generation X
7394,Guatemala,2004,male,15-24 years,72,1314940,5.48,Guatemala2004,,"23,965,275,996",2215,Millenials
7395,Philippines,2002,female,5-14 years,15,9675419,0.16,Philippines2002,,"81,357,605,642",1158,Millenials
7396,Republic of Korea,2012,female,75+ years,887,1444622,61.4,Republic of Korea2012,,"1,222,807,284,485",25464,Silent
7397,Bulgaria,1995,male,55-74 years,349,866200,40.29,Bulgaria1995,0.696,"13,063,422,619",1636,Silent
7398,Croatia,2011,female,35-54 years,52,621895,8.36,Croatia2011,0.8140000000000001,"62,375,044,443",14890,Generation X
7399,Kuwait,2013,female,25-34 years,5,380061,1.32,Kuwait2013,0.816,"174,161,142,454",48729,Millenials
7400,Antigua and Barbuda,1989,male,15-24 years,0,6927,0.0,Antigua and Barbuda1989,,"438,794,778",7407,Generation X
7401,Thailand,1995,female,25-34 years,287,5230422,5.49,Thailand1995,0.611,"169,278,552,851",3114,Generation X
7402,Argentina,2004,male,75+ years,227,593409,38.25,Argentina2004,,"164,657,930,453",4683,Silent
7403,Bulgaria,2004,female,5-14 years,3,367936,0.82,Bulgaria2004,,"25,957,970,922",3485,Millenials
7404,Belarus,1995,female,25-34 years,51,762300,6.69,Belarus1995,,"13,972,676,841",1444,Generation X
7405,Argentina,2015,male,55-74 years,431,3011963,14.31,Argentina2015,,"594,749,285,413",14981,Boomers
7406,Thailand,2009,female,55-74 years,185,4542278,4.07,Thailand2009,,"281,710,095,725",4736,Silent
7407,Kiribati,1992,female,55-74 years,1,2799,35.73,Kiribati1992,,"47,737,955",759,Silent
7408,Brazil,1987,male,25-34 years,865,11266240,7.68,Brazil1987,,"294,084,112,393",2394,Boomers
7409,Colombia,2009,female,5-14 years,32,4027989,0.79,Colombia2009,,"233,821,670,544",5643,Generation Z
7410,Belgium,2001,male,5-14 years,7,628591,1.11,Belgium2001,,"237,841,968,680",24494,Millenials
7411,United States,2013,female,35-54 years,3776,41983845,8.99,United States2013,0.9129999999999999,"16,691,517,000,000",56520,Generation X
7412,Kyrgyzstan,2005,male,15-24 years,82,545608,15.03,Kyrgyzstan2005,0.614,"2,460,248,026",533,Millenials
7413,Slovakia,1993,female,75+ years,15,135118,11.1,Slovakia1993,,"16,452,201,101",3334,G.I. Generation
7414,Puerto Rico,2006,male,25-34 years,36,262664,13.71,Puerto Rico2006,,"87,276,164,400",24943,Generation X
7415,Denmark,2015,male,5-14 years,0,340483,0.0,Denmark2015,,"301,298,464,861",55972,Generation Z
7416,Luxembourg,2005,male,15-24 years,6,27957,21.46,Luxembourg2005,0.88,"37,347,394,603",85397,Millenials
7417,Singapore,1989,female,15-24 years,35,224700,15.58,Singapore1989,,"30,423,573,842",12514,Generation X
7418,Uruguay,2000,male,55-74 years,141,247499,56.97,Uruguay2000,0.742,"22,823,255,802",7483,Silent
7419,El Salvador,2000,male,15-24 years,110,536079,20.52,El Salvador2000,0.603,"11,784,927,700",2303,Generation X
7420,Guyana,1993,male,5-14 years,0,88194,0.0,Guyana1993,,"442,273,433",671,Millenials
7421,New Zealand,1994,female,25-34 years,23,294100,7.82,New Zealand1994,,"55,154,160,816",16615,Boomers
7422,Trinidad and Tobago,1991,male,25-34 years,32,108000,29.63,Trinidad and Tobago1991,,"5,307,905,882",4817,Boomers
7423,Singapore,1987,female,25-34 years,36,277400,12.98,Singapore1987,,"20,897,630,201",8679,Boomers
7424,Singapore,2000,male,35-54 years,87,555800,15.65,Singapore2000,0.8190000000000001,"95,833,932,715",31446,Boomers
7425,Hungary,2013,female,15-24 years,12,576334,2.08,Hungary2013,0.825,"135,215,704,419",14333,Millenials
7426,Australia,1994,female,5-14 years,1,1243200,0.08,Australia1994,,"322,201,314,424",19469,Millenials
7427,Georgia,2009,male,5-14 years,3,262650,1.14,Georgia2009,,"10,766,809,099",2589,Generation Z
7428,Fiji,2012,male,15-24 years,7,80061,8.74,Fiji2012,0.722,"3,972,012,571",5073,Millenials
7429,Malta,2004,female,15-24 years,2,28457,7.03,Malta2004,,"6,062,780,269",15916,Millenials
7430,Qatar,2011,female,15-24 years,2,75069,2.66,Qatar2011,0.841,"167,775,274,725",90490,Millenials
7431,Colombia,2013,male,25-34 years,381,3931611,9.69,Colombia2013,0.718,"380,191,881,860",8731,Millenials
7432,Ecuador,1997,female,35-54 years,24,1143235,2.1,Ecuador1997,,"28,162,053,027",2701,Boomers
7433,Puerto Rico,2007,female,55-74 years,14,351052,3.99,Puerto Rico2007,,"89,524,131,600",25625,Silent
7434,Mauritius,2013,male,15-24 years,17,96237,17.66,Mauritius2013,0.775,"12,129,642,296",10572,Millenials
7435,Canada,1992,female,75+ years,35,834600,4.19,Canada1992,,"592,387,689,253",22393,G.I. Generation
7436,Bulgaria,1994,male,5-14 years,9,566000,1.59,Bulgaria1994,,"9,697,416,974",1213,Millenials
